city,month,temperature,humidity,wind_speed,risk_score,risk_category
Chandigarh,4,23.9,17.7,3.7,2.92,Low
Patna,10,30.8,14.6,27.7,7.58,Low
Delhi,6,36.5,34.3,15.2,32.29,Medium
Lucknow,5,48.0,59.7,2.8,83.27,Severe
Thiruvananthapuram,6,40.8,62.0,3.7,72.06,High
Lucknow,3,35.5,38.7,5.7,32.63,Medium
Thiruvananthapuram,5,47.2,90.5,3.0,88.12,Severe
Mumbai,4,39.4,78.2,0.0,73.68,High
Bhopal,11,33.2,48.3,7.9,28.7,Medium
Kolkata,7,36.7,36.7,2.5,36.57,Medium
Bhopal,4,39.7,54.9,6.0,65.43,High
Chandigarh,2,35.0,60.0,1.9,45.24,Medium
Ahmedabad,4,41.9,70.0,12.3,73.99,High
Mumbai,6,47.1,89.3,6.0,87.22,Severe
Thiruvananthapuram,11,34.3,53.9,3.7,37.29,Medium
Bengaluru,5,22.0,15.6,10.9,1.3,Low
Hyderabad,3,30.6,27.2,2.4,14.0,Low
Thiruvananthapuram,5,46.4,59.4,0.8,80.99,Severe
Lucknow,7,25.8,22.9,0.5,5.78,Low
Nagpur,1,37.0,51.4,11.1,46.88,Medium
Ahmedabad,7,38.3,42.6,17.2,44.89,Medium
Chandigarh,2,34.9,50.8,1.8,38.24,Medium
Chandigarh,4,41.3,63.8,15.1,71.32,High
Patna,8,39.8,31.6,2.6,45.27,Medium
Chandigarh,4,42.5,49.5,5.1,72.05,High
Bhopal,5,34.4,57.2,1.8,40.28,Medium
Nagpur,9,33.1,51.5,2.5,30.94,Medium
Bhopal,11,27.5,31.6,0.7,10.2,Low
Varanasi,3,24.6,35.1,12.0,5.02,Low
Delhi,11,30.4,31.3,10.9,13.08,Low
Varanasi,5,35.6,57.1,4.2,45.65,Medium
Lucknow,4,33.6,56.2,11.7,34.3,Medium
Patna,4,44.8,67.4,0.1,80.14,Severe
Jaipur,11,25.0,23.3,2.2,4.29,Low
Ahmedabad,2,34.4,49.3,3.7,34.82,Medium
Thiruvananthapuram,9,26.5,29.0,1.8,7.9,Low
Ahmedabad,1,37.3,31.4,12.7,33.98,Medium
Varanasi,5,34.4,53.3,10.7,36.18,Medium
Bengaluru,7,21.7,36.7,2.5,6.92,Low
Chennai,5,31.7,15.6,3.5,13.26,Low
Bengaluru,5,41.2,69.5,4.5,74.07,High
Kolkata,10,37.0,36.6,11.9,36.1,Medium
Chandigarh,6,31.0,39.4,6.5,17.36,Low
Nagpur,7,35.5,42.1,0.1,35.54,Medium
Bengaluru,6,29.5,27.5,6.9,11.55,Low
Lucknow,5,49.8,65.2,1.5,87.47,Severe
Delhi,8,22.8,17.3,2.2,3.09,Low
Kolkata,2,22.8,11.3,0.1,2.24,Low
Chennai,9,25.3,19.4,2.3,3.98,Low
Jaipur,12,35.8,58.1,18.0,45.15,Medium
Hyderabad,8,27.8,26.0,2.4,9.28,Low
Hyderabad,6,41.9,64.9,4.7,74.24,High
Mumbai,4,43.6,55.4,8.6,74.41,High
Kolkata,11,38.9,33.1,10.9,41.4,Medium
Delhi,2,39.9,33.1,0.3,47.17,Medium
Bengaluru,5,44.1,72.5,3.3,79.51,Severe
Thiruvananthapuram,5,40.8,57.4,8.1,70.41,High
Patna,6,37.8,40.8,6.6,43.09,Medium
Varanasi,6,46.3,62.0,3.1,80.96,Severe
Bengaluru,1,33.1,41.2,2.6,25.68,Medium
Hyderabad,4,36.2,45.2,7.0,39.27,Medium
Ahmedabad,7,27.1,16.3,1.6,6.35,Low
Kolkata,2,20.2,33.5,0.8,6.57,Low
Ahmedabad,3,37.4,46.6,7.3,45.59,Medium
Chandigarh,9,35.6,33.0,5.1,30.05,Medium
Nagpur,3,27.7,22.3,0.2,8.75,Low
Patna,4,46.9,62.5,3.6,81.94,Severe
Varanasi,4,30.0,19.7,13.2,9.74,Low
Jaipur,3,23.6,27.0,7.0,4.23,Low
Kolkata,5,41.3,67.4,0.0,74.56,High
Hyderabad,12,34.2,50.7,10.7,33.67,Medium
Mumbai,7,35.2,54.8,5.4,41.77,Medium
Patna,4,30.6,36.9,2.1,16.01,Low
Nagpur,7,37.6,40.4,1.1,42.87,Medium
Chandigarh,4,48.5,56.5,1.5,83.65,Severe
Varanasi,10,27.0,39.7,1.6,10.87,Low
Delhi,10,37.2,50.7,2.0,48.8,Medium
Chandigarh,4,43.0,48.2,16.0,70.77,High
Thiruvananthapuram,8,34.5,44.9,1.9,32.93,Medium
Thiruvananthapuram,6,38.0,37.5,2.4,42.27,Medium
Mumbai,10,36.1,53.9,0.1,46.31,Medium
Varanasi,6,38.4,31.9,5.8,39.52,Medium
Nagpur,6,33.4,47.4,0.8,30.18,Medium
Bhopal,2,20.7,30.9,24.7,2.06,Low
Mumbai,7,39.4,33.6,6.2,44.53,Medium
Bengaluru,6,42.5,53.2,12.5,71.56,High
Lucknow,6,36.0,55.8,4.7,46.54,Medium
Delhi,5,36.0,58.0,2.0,48.77,Medium
Bengaluru,6,45.6,52.5,30.0,73.46,High
Jaipur,5,48.5,66.2,5.6,84.91,Severe
Chennai,6,46.0,74.2,6.1,82.42,Severe
Kolkata,5,41.2,73.8,5.0,74.85,High
Jaipur,6,41.6,60.1,1.4,73.35,High
Ahmedabad,4,48.6,87.6,0.1,90.26,Severe
Lucknow,6,40.0,49.9,7.6,61.53,High
Chandigarh,6,40.5,60.5,30.0,66.9,High
Chennai,4,39.7,71.0,13.0,70.55,High
Thiruvananthapuram,4,43.3,58.4,6.6,74.86,High
Patna,8,21.0,31.5,0.4,6.23,Low
Lucknow,6,48.0,74.9,2.6,86.35,Severe
Thiruvananthapuram,10,39.0,32.8,10.8,41.6,Medium
Patna,4,30.1,26.3,0.5,13.34,Low
Chandigarh,9,33.4,55.0,9.2,33.1,Medium
Mumbai,6,35.2,56.2,2.5,43.28,Medium
Thiruvananthapuram,12,27.5,34.9,1.3,10.76,Low
Hyderabad,6,41.3,59.0,7.3,71.66,High
Thiruvananthapuram,12,22.9,10.5,2.7,1.65,Low
Hyderabad,4,42.0,65.2,2.1,74.89,High
Lucknow,9,35.0,38.9,2.1,31.47,Medium
Chandigarh,10,25.3,36.6,2.6,7.37,Low
Bhopal,5,45.5,92.5,0.1,86.28,Severe
Hyderabad,10,38.1,30.8,5.1,37.82,Medium
Thiruvananthapuram,4,27.3,22.9,0.2,8.23,Low
Patna,11,39.9,30.9,6.5,44.5,Medium
Kolkata,4,41.4,62.3,3.2,73.17,High
Chennai,4,40.3,64.5,6.3,71.33,High
Varanasi,5,41.3,75.0,12.5,74.0,High
Nagpur,6,47.5,93.0,2.4,89.2,Severe
Thiruvananthapuram,4,40.4,59.0,8.1,70.09,High
Thiruvananthapuram,6,47.3,94.5,4.7,88.8,Severe
Mumbai,5,40.7,47.3,4.5,63.07,High
Jaipur,3,35.9,44.5,0.4,38.63,Medium
Bhopal,5,45.5,61.1,0.6,79.92,Severe
Ahmedabad,4,31.4,32.0,5.5,16.15,Low
Thiruvananthapuram,4,34.6,56.4,2.4,40.57,Medium
Varanasi,5,45.2,62.4,9.5,78.22,Severe
Nagpur,6,44.9,51.4,13.9,74.8,High
Nagpur,3,31.7,16.7,1.4,13.83,Low
Varanasi,4,40.3,48.5,3.4,62.38,High
Ahmedabad,4,45.4,90.2,0.2,85.65,Severe
Chennai,5,39.6,46.4,2.4,56.83,High
Jaipur,5,36.5,53.6,17.7,45.11,Medium
Thiruvananthapuram,8,36.3,39.5,5.8,36.18,Medium
Ahmedabad,2,24.1,21.4,2.6,3.85,Low
Patna,6,45.9,67.4,0.4,81.85,Severe
Jaipur,6,24.8,25.6,30.0,0.12,Low
Chandigarh,5,42.6,47.9,8.0,71.41,High
Kolkata,2,34.2,48.2,3.9,33.3,Medium
Hyderabad,6,20.2,37.5,7.3,6.28,Low
Jaipur,4,37.5,39.8,11.8,40.24,Medium
Chandigarh,8,36.3,37.7,11.4,34.15,Medium
Nagpur,12,33.5,40.4,8.2,25.78,Medium
Nagpur,4,39.8,46.8,2.7,58.18,High
Patna,1,31.5,36.8,11.3,17.15,Low
Kolkata,12,34.6,58.0,2.5,41.68,Medium
Nagpur,6,47.7,90.5,2.9,88.94,Severe
Mumbai,2,37.4,37.8,2.1,40.09,Medium
Bengaluru,4,45.2,69.9,1.7,81.02,Severe
Delhi,11,31.9,13.9,0.7,13.7,Low
Delhi,4,37.2,33.6,2.4,36.62,Medium
Thiruvananthapuram,4,45.7,55.9,0.5,79.22,Severe
Varanasi,5,44.8,79.8,2.1,82.29,Severe
Thiruvananthapuram,4,40.3,57.6,0.1,70.98,High
Nagpur,9,37.9,45.2,0.2,47.97,Medium
Chandigarh,2,36.1,36.7,3.0,34.21,Medium
Chennai,5,35.5,47.5,0.6,38.87,Medium
Kolkata,2,37.3,31.3,0.8,35.9,Medium
Thiruvananthapuram,10,39.4,32.8,7.7,43.7,Medium
Bhopal,5,22.1,30.2,1.5,5.79,Low
Kolkata,5,39.7,49.0,8.2,58.91,High
Jaipur,6,39.1,72.2,2.4,71.6,High
Chennai,11,21.6,18.2,3.0,3.14,Low
Chandigarh,2,31.1,34.6,5.0,16.23,Low
Thiruvananthapuram,9,29.2,11.9,5.2,8.23,Low
Varanasi,4,40.6,60.1,12.3,69.93,High
Varanasi,5,43.2,50.0,10.1,72.44,High
Kolkata,6,28.0,27.4,2.8,9.81,Low
Bengaluru,11,38.3,31.4,19.2,36.59,Medium
Thiruvananthapuram,11,32.0,22.2,1.5,15.52,Low
Patna,6,21.8,37.0,7.4,6.17,Low
Mumbai,5,40.9,77.3,7.4,74.67,High
Lucknow,6,50.0,91.4,2.0,92.95,Severe
Mumbai,5,40.3,57.2,7.6,69.65,High
Jaipur,11,25.5,32.0,5.6,6.27,Low
Chandigarh,10,29.8,30.5,1.2,13.58,Low
Lucknow,6,42.3,63.6,8.4,74.0,High
Jaipur,10,33.4,48.5,0.3,30.86,Medium
Varanasi,5,44.4,49.4,14.2,73.55,High
Patna,10,29.5,28.8,8.3,11.58,Low
Jaipur,3,29.2,22.8,1.4,11.05,Low
Delhi,9,35.3,58.4,2.0,45.51,Medium
Jaipur,4,25.0,39.0,4.8,7.0,Low
Nagpur,5,45.4,67.1,6.2,80.03,Severe
Delhi,6,42.2,61.2,3.4,74.19,High
Ahmedabad,7,34.0,51.3,11.6,33.04,Medium
Nagpur,12,34.3,38.6,3.6,28.51,Medium
Mumbai,10,28.8,25.0,3.2,10.55,Low
Nagpur,4,38.7,33.0,0.4,42.3,Medium
Delhi,7,37.5,30.5,11.8,34.34,Medium
Nagpur,4,25.1,20.4,3.0,3.74,Low
Mumbai,4,48.2,89.2,0.1,89.94,Severe
Chandigarh,5,34.3,52.4,0.8,36.81,Medium
Nagpur,1,35.3,45.0,19.1,33.34,Medium
Thiruvananthapuram,8,38.9,42.4,8.8,48.85,Medium
Ahmedabad,4,35.4,30.2,3.9,28.21,Medium
Nagpur,5,49.0,58.8,2.2,84.79,Severe
Jaipur,4,49.4,82.8,0.8,90.47,Severe
Lucknow,5,42.5,56.5,6.5,73.22,High
Ahmedabad,12,22.3,34.6,6.8,5.79,Low
Hyderabad,5,43.3,47.5,1.4,73.55,High
Lucknow,4,40.0,59.4,0.5,70.8,High
Kolkata,6,45.4,56.9,0.4,78.95,Severe
Nagpur,5,42.3,47.2,6.0,71.12,High
Bengaluru,6,23.1,29.8,23.1,2.11,Low
Varanasi,10,26.3,31.2,1.7,8.04,Low
Chandigarh,4,40.1,78.0,5.8,73.79,High
Lucknow,3,34.7,43.8,5.9,32.42,Medium
Chennai,6,44.4,82.1,1.4,82.23,Severe
Jaipur,11,26.4,14.1,0.6,4.96,Low
Bhopal,7,33.8,47.9,1.9,31.85,Medium
Ahmedabad,9,28.3,11.7,14.8,5.15,Low
Chennai,2,28.0,34.7,0.1,11.72,Low
Jaipur,6,40.8,76.2,4.0,74.85,High
Nagpur,4,48.6,77.1,0.9,88.03,Severe
Nagpur,1,34.3,56.8,16.8,37.04,Medium
Hyderabad,5,46.7,60.1,7.1,80.56,Severe
Ahmedabad,3,35.3,47.6,11.3,36.3,Medium
Nagpur,10,26.2,33.2,4.4,7.83,Low
Delhi,9,24.3,21.7,4.6,3.57,Low
Hyderabad,6,35.2,47.3,5.4,36.66,Medium
Jaipur,4,48.8,76.3,1.5,88.09,Severe
Patna,4,39.1,69.3,1.6,71.15,High
Chennai,3,33.2,50.2,3.1,30.52,Medium
Chandigarh,10,37.6,41.0,5.7,42.53,Medium
Jaipur,9,37.0,33.9,3.7,35.83,Medium
Ahmedabad,4,39.6,76.1,5.2,72.71,High
Chandigarh,10,35.0,49.2,5.6,37.0,Medium
Varanasi,2,24.0,32.0,4.5,5.65,Low
Bhopal,12,34.2,35.2,11.1,25.28,Medium
Ahmedabad,7,24.9,32.7,1.6,6.27,Low
Bengaluru,8,27.6,21.6,6.7,7.36,Low
Patna,6,46.5,67.1,0.3,82.77,Severe
Delhi,4,39.8,48.2,2.5,59.59,High
Hyderabad,4,40.4,79.0,4.4,74.71,High
Delhi,8,28.7,11.4,9.1,6.68,Low
Chennai,6,35.8,58.6,6.2,47.52,Medium
Lucknow,9,26.4,11.3,20.7,1.05,Low
Delhi,11,23.7,22.0,11.7,2.45,Low
Ahmedabad,4,40.9,57.3,12.3,69.85,High
Ahmedabad,1,28.7,38.4,14.9,11.12,Low
Bhopal,2,23.9,39.2,5.2,6.97,Low
Chennai,6,42.8,61.8,15.5,73.26,High
Bengaluru,4,45.7,72.5,1.3,82.4,Severe
Patna,10,22.5,14.0,6.1,1.78,Low
Varanasi,8,31.7,21.1,3.4,14.37,Low
Lucknow,8,20.8,25.6,1.2,4.92,Low
Bhopal,4,43.4,45.4,13.0,71.35,High
Bhopal,11,28.8,20.2,3.9,9.47,Low
Bengaluru,5,39.1,53.6,6.4,60.61,High
Chennai,12,34.9,44.7,3.1,34.2,Medium
Patna,5,35.8,35.1,1.8,32.41,Medium
Bhopal,12,26.5,11.5,0.4,4.63,Low
Bhopal,10,26.2,13.0,0.1,4.5,Low
Nagpur,8,37.1,43.4,1.5,42.81,Medium
Thiruvananthapuram,1,36.6,54.9,3.5,49.04,Medium
Ahmedabad,4,48.0,79.1,0.3,87.57,Severe
Hyderabad,5,48.8,93.1,3.9,91.05,Severe
Varanasi,10,37.2,53.2,10.6,49.46,Medium
Delhi,7,23.0,36.3,0.6,7.16,Low
Bengaluru,10,36.0,33.4,3.4,31.95,Medium
Ahmedabad,6,48.1,70.1,2.6,85.55,Severe
Varanasi,9,30.7,31.2,0.4,15.29,Low
Chennai,5,49.9,78.2,5.7,89.53,Severe
Mumbai,6,40.1,63.9,0.5,71.86,High
Ahmedabad,1,39.0,33.0,2.6,43.11,Medium
Bhopal,5,46.5,69.9,1.6,83.11,Severe
Delhi,5,44.2,45.6,2.7,74.39,High
Delhi,6,35.7,32.7,0.7,30.98,Medium
Varanasi,4,47.0,88.5,0.3,87.85,Severe
Hyderabad,8,29.0,11.0,13.5,6.35,Low
Thiruvananthapuram,4,47.9,57.1,0.1,83.04,Severe
Varanasi,5,49.8,68.9,2.1,88.11,Severe
Bhopal,5,40.4,64.4,1.5,72.27,High
Nagpur,4,39.6,53.4,13.1,62.07,High
Jaipur,5,45.2,93.2,0.7,85.84,Severe
Thiruvananthapuram,5,39.9,49.9,0.3,62.2,High
Lucknow,5,40.0,59.7,14.6,68.51,High
Lucknow,5,20.7,35.4,0.4,7.01,Low
Delhi,5,44.2,90.1,2.8,83.27,Severe
Ahmedabad,5,39.6,59.6,2.8,69.81,High
Bhopal,12,38.0,46.7,0.3,49.64,Medium
Chennai,5,33.7,50.3,1.7,32.84,Medium
Thiruvananthapuram,6,42.3,55.0,13.5,71.43,High
Chennai,11,35.4,52.3,8.6,40.39,Medium
Chandigarh,3,38.9,30.3,3.1,40.82,Medium
Jaipur,4,41.7,58.6,1.6,73.17,High
Varanasi,4,40.1,62.6,11.9,69.7,High
Kolkata,6,48.9,59.8,3.3,84.65,Severe
Ahmedabad,12,26.9,23.2,6.7,6.56,Low
Patna,3,38.4,34.2,10.8,40.2,Medium
Patna,12,37.2,34.7,4.6,36.91,Medium
Ahmedabad,4,39.2,63.8,1.5,70.23,High
Lucknow,5,39.5,45.2,1.0,55.45,High
Bengaluru,5,24.8,21.7,0.4,4.27,Low
Bengaluru,7,31.2,27.3,0.8,15.25,Low
Lucknow,8,36.7,46.1,3.5,42.67,Medium
Nagpur,4,40.7,69.1,13.3,71.72,High
Delhi,7,38.1,40.5,0.6,45.16,Medium
Mumbai,6,46.9,92.7,3.7,87.96,Severe
Bengaluru,5,44.5,67.0,0.2,79.57,Severe
Bengaluru,6,39.9,60.8,0.6,70.9,High
Delhi,2,23.6,18.9,2.3,3.4,Low
Lucknow,9,26.1,34.8,2.0,8.39,Low
Bhopal,11,38.8,40.8,3.6,47.96,Medium
Bengaluru,4,46.0,56.7,7.1,78.76,Severe
Hyderabad,10,38.7,44.3,11.5,49.07,Medium
Bhopal,3,26.2,10.2,3.3,3.41,Low
Patna,7,33.3,46.3,2.5,28.93,Medium
Chennai,12,28.7,24.8,6.0,9.88,Low
Hyderabad,6,31.4,12.2,1.3,12.46,Low
Kolkata,5,39.2,79.1,12.3,71.49,High
Thiruvananthapuram,5,24.8,28.5,6.0,4.7,Low
Lucknow,6,49.9,88.1,3.9,91.81,Severe
Bhopal,9,35.5,47.4,0.5,38.82,Medium
Ahmedabad,4,44.5,48.0,5.5,74.88,High
Jaipur,4,43.0,79.5,30.0,74.7,High
Thiruvananthapuram,10,34.6,45.3,13.1,31.69,Medium
Varanasi,2,25.7,21.3,3.0,4.88,Low
Ahmedabad,5,44.2,68.3,0.9,79.23,Severe
Ahmedabad,1,38.0,36.4,1.3,41.69,Medium
Chennai,5,44.2,70.1,3.5,79.16,Severe
Chennai,6,42.1,79.1,27.9,73.53,High
Chennai,5,39.8,60.0,3.7,70.06,High
Chennai,1,35.5,54.3,2.1,43.39,Medium
Chandigarh,4,39.8,65.0,5.0,70.85,High
Lucknow,8,31.3,33.3,0.8,17.08,Low
Bhopal,2,21.1,23.2,1.3,4.42,Low
Chandigarh,11,21.7,29.2,1.2,5.64,Low
Thiruvananthapuram,9,23.1,31.6,0.2,6.29,Low
Varanasi,6,40.3,63.2,2.6,71.69,High
Bengaluru,4,34.9,45.3,3.5,34.5,Medium
Bhopal,12,31.4,13.7,0.1,12.96,Low
Ahmedabad,12,37.4,45.1,4.5,44.89,Medium
Delhi,9,37.8,33.6,0.7,39.17,Medium
Kolkata,4,40.9,70.9,15.3,72.07,High
Kolkata,12,23.4,23.9,3.5,4.2,Low
Nagpur,6,47.3,83.4,3.8,86.73,Severe
Lucknow,4,35.0,46.2,0.1,36.02,Medium
Bhopal,11,28.5,18.1,14.1,6.87,Low
Mumbai,3,36.6,51.0,0.6,46.38,Medium
Jaipur,1,22.9,10.4,3.8,1.45,Low
Patna,11,37.3,49.5,1.3,48.43,Medium
Chennai,6,38.5,43.7,0.2,49.52,Medium
Lucknow,4,45.7,87.0,3.3,84.97,Severe
Jaipur,6,40.3,70.3,16.6,70.77,High
Delhi,3,35.6,57.1,0.4,46.28,Medium
Bengaluru,12,28.6,16.0,13.3,6.74,Low
Jaipur,4,49.0,74.8,0.1,88.34,Severe
Ahmedabad,5,29.4,10.5,10.2,7.44,Low
Hyderabad,4,39.8,68.9,0.9,72.31,High
Lucknow,10,34.6,53.2,0.6,38.7,Medium
Bengaluru,9,37.1,35.7,13.9,35.6,Medium
Jaipur,5,45.9,86.5,0.2,85.71,Severe
Mumbai,9,34.8,56.2,15.5,39.2,Medium
Chennai,9,26.0,12.6,4.6,3.35,Low
Chandigarh,10,34.7,37.3,12.6,27.79,Medium
Delhi,6,47.1,79.0,3.6,85.56,Severe
Chandigarh,9,21.7,10.0,14.0,0.0,Low
Chennai,2,35.5,38.8,1.1,33.45,Medium
Ahmedabad,4,41.8,46.1,4.2,67.72,High
Patna,12,29.0,13.9,8.5,7.76,Low
Thiruvananthapuram,7,30.0,26.2,11.2,11.37,Low
Mumbai,3,34.6,47.4,5.2,34.25,Medium
Lucknow,5,41.0,64.5,5.5,72.58,High
Ahmedabad,6,42.2,46.0,15.1,67.97,High
Chennai,5,45.0,59.8,0.1,78.94,Severe
Mumbai,6,41.6,53.0,0.6,72.06,High
Mumbai,10,22.8,10.7,10.8,0.34,Low
Nagpur,6,40.7,62.4,1.5,72.35,High
Kolkata,6,44.7,78.4,7.3,80.98,Severe
Delhi,2,37.5,40.2,7.4,41.26,Medium
Chandigarh,6,47.6,79.7,1.4,86.87,Severe
Ahmedabad,5,40.5,55.9,0.4,70.91,High
Jaipur,6,44.4,58.8,1.3,77.58,Severe
Bhopal,6,47.0,55.8,0.8,81.23,Severe
Kolkata,2,27.0,17.6,8.5,5.3,Low
Delhi,6,41.3,65.4,0.2,74.13,High
Mumbai,5,36.1,43.0,4.8,37.75,Medium
Chennai,6,40.7,51.9,4.8,68.06,High
Chennai,6,45.6,61.1,8.7,78.73,Severe
Patna,7,26.0,12.1,0.6,3.92,Low
Thiruvananthapuram,12,38.6,38.2,5.9,44.69,Medium
Varanasi,5,40.9,58.9,1.9,71.9,High
Bhopal,4,42.7,46.9,7.5,71.45,High
Jaipur,10,36.8,45.5,7.1,42.08,Medium
Varanasi,6,40.4,66.6,0.8,72.83,High
Varanasi,5,42.4,66.8,7.8,74.9,High
Delhi,8,22.8,13.7,0.8,2.61,Low
Mumbai,11,28.8,19.6,4.2,9.3,Low
Hyderabad,5,20.7,39.1,12.9,5.67,Low
Varanasi,4,40.9,65.1,23.3,69.58,High
Mumbai,5,29.4,21.9,3.5,10.84,Low
Mumbai,5,44.8,56.5,0.8,77.85,Severe
Chandigarh,1,36.8,46.3,22.3,40.13,Medium
Ahmedabad,2,28.9,11.6,3.6,7.96,Low
Patna,5,43.3,59.7,13.0,74.05,High
Patna,2,39.2,35.9,5.7,45.51,Medium
Lucknow,4,44.7,71.9,0.3,80.85,Severe
Bengaluru,5,33.9,58.4,7.5,37.8,Medium
Patna,6,28.1,29.7,0.4,10.83,Low
Hyderabad,6,35.0,39.7,2.6,31.82,Medium
Bengaluru,2,25.5,21.7,1.9,4.82,Low
Lucknow,2,27.1,12.2,5.8,4.83,Low
Ahmedabad,5,49.1,59.8,6.8,84.39,Severe
Nagpur,4,36.8,31.0,1.1,33.9,Medium
Patna,11,36.7,48.7,26.6,40.75,Medium
Hyderabad,9,27.7,14.7,4.8,6.46,Low
Ahmedabad,4,49.7,66.4,0.3,87.75,Severe
Ahmedabad,5,44.3,47.8,18.0,72.44,High
Chennai,4,40.7,67.3,1.1,73.4,High
Nagpur,4,44.4,68.9,11.6,77.89,Severe
Ahmedabad,2,36.4,42.2,1.4,39.04,Medium
Chandigarh,4,48.9,86.1,2.1,90.11,Severe
Nagpur,3,33.4,57.4,3.2,35.57,Medium
Mumbai,8,21.4,35.3,1.7,6.78,Low
Patna,12,34.6,36.0,3.3,28.34,Medium
Thiruvananthapuram,5,39.2,60.7,10.6,68.09,High
Delhi,6,35.8,30.0,4.1,29.43,Medium
Nagpur,2,37.4,51.0,7.5,49.12,Medium
Ahmedabad,7,37.2,31.6,11.1,34.0,Medium
Thiruvananthapuram,9,21.3,21.7,0.8,4.21,Low
Hyderabad,8,21.9,12.5,4.0,1.83,Low
Patna,6,44.5,60.8,3.0,77.86,Severe
Thiruvananthapuram,4,30.1,34.3,2.3,14.64,Low
Kolkata,6,30.1,32.3,1.1,14.44,Low
Jaipur,10,36.9,30.3,7.2,32.85,Medium
Ahmedabad,1,27.2,30.6,0.7,9.52,Low
Varanasi,4,41.0,77.2,14.8,73.57,High
Nagpur,10,25.0,17.8,7.9,2.24,Low
Hyderabad,6,21.7,36.3,4.5,6.51,Low
Chennai,5,40.9,77.2,17.5,72.96,High
Bengaluru,3,28.2,23.5,0.1,9.8,Low
Patna,4,39.1,63.4,10.3,68.52,High
Thiruvananthapuram,5,42.7,57.6,0.1,74.82,High
Chandigarh,1,20.4,19.7,4.7,3.16,Low
Patna,4,41.3,69.2,0.4,74.85,High
Kolkata,10,34.7,33.9,7.5,26.98,Medium
Nagpur,3,22.9,20.6,0.7,4.0,Low
Lucknow,9,30.0,19.1,20.4,8.42,Low
Varanasi,8,33.9,39.8,5.2,27.41,Medium
Patna,4,42.1,45.8,15.5,67.12,High
Bengaluru,10,36.6,52.0,3.2,46.74,Medium
Ahmedabad,1,30.6,12.9,0.3,11.49,Low
Bengaluru,1,36.5,54.0,3.5,47.8,Medium
Lucknow,6,39.3,71.9,10.9,70.44,High
Lucknow,6,26.5,31.8,0.7,8.64,Low
Jaipur,7,31.1,21.0,2.3,13.58,Low
Patna,6,45.7,87.8,0.6,85.58,Severe
Chennai,7,29.3,38.5,9.0,13.08,Low
Chennai,1,33.0,52.4,14.0,29.11,Medium
Lucknow,4,44.3,56.3,16.7,74.36,High
Nagpur,4,46.5,91.1,1.1,87.44,Severe
Chennai,7,23.2,28.3,6.8,4.53,Low
Bengaluru,1,36.9,30.4,3.2,33.58,Medium
Jaipur,9,29.1,19.4,3.2,9.91,Low
Chennai,6,48.0,59.3,2.0,83.33,Severe
Chandigarh,4,21.4,31.1,4.7,5.44,Low
Ahmedabad,5,39.9,58.4,18.5,67.44,High
Lucknow,6,46.6,68.6,2.8,82.81,Severe
Ahmedabad,6,39.2,56.2,3.9,64.29,High
Hyderabad,6,34.7,43.5,2.3,32.85,Medium
Hyderabad,11,24.2,13.3,9.9,1.01,Low
Chennai,3,30.3,37.5,3.4,15.41,Low
Thiruvananthapuram,3,33.7,46.9,3.2,30.68,Medium
Mumbai,4,43.6,47.5,2.4,73.86,High
Jaipur,11,25.9,30.0,0.9,7.29,Low
Varanasi,4,39.0,55.8,2.0,63.04,High
Chandigarh,5,40.1,57.0,5.0,69.73,High
Jaipur,10,20.3,12.5,20.6,0.0,Low
Patna,9,36.8,43.5,3.5,41.25,Medium
Nagpur,5,40.8,58.1,16.3,69.18,High
Bhopal,5,46.0,68.5,4.2,81.6,Severe
Mumbai,1,34.8,34.7,18.3,25.91,Medium
Patna,2,34.5,46.1,8.0,32.6,Medium
Chennai,3,36.1,51.4,12.1,42.4,Medium
Varanasi,1,33.0,42.5,7.8,25.07,Medium
Thiruvananthapuram,11,35.3,43.2,11.7,33.48,Medium
Mumbai,11,24.9,22.8,2.4,4.16,Low
Patna,5,48.9,83.3,0.0,89.9,Severe
Hyderabad,7,21.5,31.2,21.6,2.64,Low
Lucknow,10,24.7,34.5,3.5,6.32,Low
Delhi,6,41.4,54.1,18.8,68.93,High
Bhopal,12,33.3,48.2,4.0,29.69,Medium
Lucknow,4,45.2,82.3,5.2,82.91,Severe
Kolkata,12,28.3,21.2,1.1,9.34,Low
Lucknow,6,38.4,30.1,13.2,37.14,Medium
Mumbai,6,43.9,48.2,13.2,72.68,High
Mumbai,4,36.0,31.6,1.1,31.4,Medium
Jaipur,6,41.1,68.3,4.7,73.64,High
Bhopal,5,48.4,56.2,3.6,83.08,Severe
Delhi,12,34.1,37.5,8.0,26.53,Medium
Lucknow,6,49.3,68.7,0.3,87.57,Severe
Thiruvananthapuram,2,34.8,56.0,6.2,40.6,Medium
Jaipur,5,30.7,15.8,2.3,11.9,Low
Patna,9,26.9,30.0,9.0,7.54,Low
Patna,11,35.0,40.0,3.3,31.87,Medium
Kolkata,4,21.0,34.5,2.8,6.43,Low
Mumbai,7,33.3,55.1,1.7,33.98,Medium
Ahmedabad,5,49.7,82.5,4.0,90.35,Severe
Varanasi,3,22.1,10.2,3.5,1.46,Low
Nagpur,4,42.0,59.4,4.2,73.38,High
Chennai,4,43.4,50.3,0.3,74.45,High
Jaipur,5,21.5,29.7,0.2,5.91,Low
Lucknow,2,33.2,45.6,6.8,27.48,Medium
